year,province,health,social_media,sex,birth_year,immigrant,marital_status,education,emp_status,sector,social_class,life_satis
2020,CA-ON Ontario,Very good,Less than monthly,Male,1945,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Working class,8
2020,CA-SK Saskatchewan,Very good,Daily,Female,1967,I am born in this country,Married,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Private business or industry,Lower middle class,10
2020,CA-AB Alberta,Fair,Daily,Male,1965,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Working class,9
2020,CA-ON Ontario,Fair,Daily,Male,1984,I am born in this country,Married,Primary education (ISCED 1),Full time (30 hours a week or more),Private non-profit organization,Upper middle class,8
2020,CA-ON Ontario,Good,Daily,Male,1992,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Working class,7
2020,CA-BC Colombie-Britannique,Good,Daily,Male,1948,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Upper middle class,8
2020,CA-BC Colombie-Britannique,Good,Daily,Female,1994,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Unemployed,Private business or industry,Working class,8
2020,CA-ON Ontario,Good,Daily,Female,1968,I am born in this country,Divorced,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Working class,7
2020,CA-AB Alberta,Fair,Less than monthly,Female,1962,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Lower middle class,4
2020,CA-ON Ontario,Good,Never,Male,1960,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Self employed,Private business or industry,Working class,5
2020,CA-QC Quebec,Good,Daily,Female,1978,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,6
2020,CA-QC Quebec,Fair,Weekly,Male,1961,I am born in this country,Married,Upper secondary education (ISCED 3),Other,Private business or industry,Upper middle class,8
2020,CA-QC Quebec,Good,Weekly,Male,1963,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Retired/pensioned,Not applicable; Never had a job,Lower middle class,9
2020,CA-AB Alberta,Good,Weekly,Male,1955,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,8
2020,CA-NB Nouveau-Brunswick,Fair,Daily,Female,1957,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,6
2020,CA-QC Quebec,Good,Daily,Male,1992,I am born in this country,Living together as married,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Private business or industry,Lower middle class,8
2020,CA-ON Ontario,Good,Weekly,Female,1976,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,7
2020,CA-QC Quebec,Good,Daily,Male,1983,I am an immigrant to this country (born outside this country),Married,Doctoral or equivalent (ISCED 8),Full time (30 hours a week or more),Government or public institution,Lower middle class,7
2020,CA-QC Quebec,Good,Daily,Male,1972,I am born in this country,Living together as married,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Private business or industry,Working class,6
2020,CA-QC Quebec,Good,Daily,Female,1995,I am born in this country,Single,Upper secondary education (ISCED 3),Full time (30 hours a week or more),Not applicable; Never had a job,Lower middle class,10
2020,CA-NB Nouveau-Brunswick,Good,Less than monthly,Male,1984,I am born in this country,Single,Primary education (ISCED 1),Full time (30 hours a week or more),Private business or industry,Lower middle class,7
2020,CA-QC Quebec,Good,Daily,Female,1954,I am born in this country,Married,Master or equivalent (ISCED 7),Retired/pensioned,Private business or industry,Upper middle class,7
2020,CA-MB Manitoba,Good,Weekly,Male,1990,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Upper middle class,8
2020,CA-NS Nouvelle-Ecosse,Good,Daily,Male,1998,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Part time (less than 30 hours a week),Not applicable; Never had a job,Lower class,8
2020,CA-ON Ontario,Very good,Weekly,Female,1996,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Lower middle class,8
2020,CA-ON Ontario,Good,Never,Male,1965,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Working class,7
2020,CA-AB Alberta,Good,Daily,Male,1947,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Private business or industry,Lower middle class,8
2020,CA-QC Quebec,Fair,Never,Male,1996,I am an immigrant to this country (born outside this country),Single,Bachelor or equivalent (ISCED 6),Student,Not applicable; Never had a job,Lower class,5
2020,CA-ON Ontario,Good,Monthly,Male,1964,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Private non-profit organization,Upper middle class,7
2020,CA-ON Ontario,Poor,Daily,Female,1968,I am an immigrant to this country (born outside this country),Married,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,8
2020,CA-ON Ontario,Good,Daily,Female,1951,I am born in this country,Married,Upper secondary education (ISCED 3),Part time (less than 30 hours a week),Private business or industry,Lower middle class,7
2020,CA-ON Ontario,Very good,Daily,Female,1946,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Lower middle class,10
2020,CA-ON Ontario,Poor,Daily,Male,1971,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Lower middle class,6
2020,CA-ON Ontario,Very good,Weekly,Female,1969,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Self employed,Private business or industry,Upper middle class,8
2020,CA-BC Colombie-Britannique,Good,Daily,Female,1958,I am born in this country,Married,Upper secondary education (ISCED 3),Retired/pensioned,Private business or industry,Lower middle class,4
2020,CA-QC Quebec,Poor,Weekly,Female,1962,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Other,Government or public institution,Upper middle class,7
2020,CA-ON Ontario,Good,Never,Female,1964,I am born in this country,Separated,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Private business or industry,Lower middle class,7
2020,CA-ON Ontario,Very good,Daily,Male,1980,I am born in this country,Married,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,7
2020,CA-QC Quebec,Good,Daily,Female,1959,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Lower middle class,7
2020,CA-BC Colombie-Britannique,Fair,Daily,Male,1955,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Working class,5
2020,CA-BC Colombie-Britannique,Very good,Never,Male,1946,I am an immigrant to this country (born outside this country),Living together as married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Private business or industry,Lower middle class,10
2020,CA-QC Quebec,Good,Never,Female,1988,I am born in this country,Living together as married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private business or industry,Lower middle class,7
2020,CA-QC Quebec,Fair,Daily,Female,1995,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Government or public institution,Upper middle class,10
2020,CA-QC Quebec,Good,Weekly,Male,1973,I am born in this country,Separated,Post-secondary non-tertiary education (ISCED 4),Self employed,Private business or industry,Upper middle class,6
2020,CA-AB Alberta,Good,Daily,Male,2001,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Private business or industry,Working class,9
2020,CA-ON Ontario,Good,Daily,Male,1980,I am an immigrant to this country (born outside this country),Married,Bachelor or equivalent (ISCED 6),Full time (30 hours a week or more),Private non-profit organization,Upper middle class,9
2020,CA-ON Ontario,Good,Never,Female,1960,I am born in this country,Single,Short-cycle tertiary education (ISCED 5),Other,Private business or industry,Working class,10
2020,CA-ON Ontario,Fair,Less than monthly,Male,1988,I am born in this country,Single,Master or equivalent (ISCED 7),Full time (30 hours a week or more),Government or public institution,Upper middle class,1
2020,CA-SK Saskatchewan,Good,Never,Male,1993,I am born in this country,Single,Post-secondary non-tertiary education (ISCED 4),Full time (30 hours a week or more),Government or public institution,Lower middle class,8
2020,CA-NB Nouveau-Brunswick,Fair,Less than monthly,Female,2000,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Student,Not applicable; Never had a job,Lower middle class,7
2020,CA-BC Colombie-Britannique,Fair,Daily,Female,1985,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Homemaker not otherwise employed,Private business or industry,Upper middle class,9
2020,CA-QC Quebec,Good,Never,Female,1955,I am born in this country,Married,Bachelor or equivalent (ISCED 6),Retired/pensioned,Government or public institution,Upper middle class,9
2020,CA-QC Quebec,Fair,Never,Male,1968,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Unemployed,Private business or industry,Upper middle class,6
2020,CA-SK Saskatchewan,Fair,Daily,Female,1978,I am born in this country,Divorced,Short-cycle tertiary education (ISCED 5),Full time (30 hours a week or more),Government or public institution,Lower class,3
2020,CA-QC Quebec,Very good,Daily,Male,1958,I am born in this country,Living together as married,Master or equivalent (ISCED 7),Retired/pensioned,Private business or industry,Upper middle class,8
2020,CA-QC Quebec,Good,Never,Female,1973,I am born in this country,Single,Bachelor or equivalent (ISCED 6),Part time (less than 30 hours a week),Private business or industry,Lower middle class,7
2020,CA-BC Colombie-Britannique,Poor,Daily,Female,1957,I am born in this country,Divorced,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Government or public institution,Lower middle class,5
2020,CA-ON Ontario,Good,Daily,Female,1999,I am born in this country,Single,Upper secondary education (ISCED 3),Student,Government or public institution,Working class,7
2020,CA-QC Quebec,Good,Daily,Female,1967,I am born in this country,Divorced,Short-cycle tertiary education (ISCED 5),Retired/pensioned,Government or public institution,Upper middle class,8
2020,CA-BC Colombie-Britannique,Good,Daily,Male,1984,I am born in this country,Married,Post-secondary non-tertiary education (ISCED 4),Retired/pensioned,Government or public institution,Upper middle class,7
